R5-R1,odometry,500,1,1569285071367410274,0.791789
R2-R1,odometry,500,1,1569285071375387331,0.566005
R3-R1,odometry,500,1,1569285071377543252,0.56604
R5-R1,odometry,500,2,1569285071467360262,0.569536
R2-R1,odometry,500,2,1569285071475391758,0.572792
R3-R1,odometry,500,2,1569285071477536530,0.559017
R4-R1,odometry,500,2,1569285071478072933,0.363458
R5-R1,odometry,500,3,1569285071567387129,0.596521
R2-R1,odometry,500,3,1569285071575403144,0.811327
R3-R1,odometry,500,3,1569285071577561994,0.775192
R4-R1,odometry,500,3,1569285071578117260,0.676546
R5-R1,odometry,500,4,1569285071667400691,0.777514
R2-R1,odometry,500,4,1569285071675391755,0.580181
R3-R1,odometry,500,4,1569285071677537084,0.566373
R4-R1,odometry,500,4,1569285071678075957,0.377776
R5-R1,odometry,500,5,1569285071767381940,0.580229
R2-R1,odometry,500,5,1569285071775384515,0.583329
R3-R1,odometry,500,5,1569285071777536053,0.561725
R4-R1,odometry,500,5,1569285071778079752,0.417264
R5-R1,odometry,500,6,1569285071867400287,0.757467
R2-R1,odometry,500,6,1569285071875388615,0.582174
R3-R1,odometry,500,6,1569285071877514064,0.542903
R4-R1,odometry,500,6,1569285071878071688,0.454716
R5-R1,odometry,500,7,1569285071967377436,0.579474
R2-R1,odometry,500,7,1569285071975382121,0.588919
R3-R1,odometry,500,7,1569285071977534310,0.568817
R4-R1,odometry,500,7,1569285071978073487,0.414926
R5-R1,odometry,500,8,1569285072067373348,0.581957
R2-R1,odometry,500,8,1569285072075382198,0.577558
R3-R1,odometry,500,8,1569285072077523198,0.562539
R4-R1,odometry,500,8,1569285072078066514,0.349839
R5-R1,odometry,500,9,1569285072167376206,0.577123
R2-R1,odometry,500,9,1569285072175379294,0.573412
R3-R1,odometry,500,9,1569285072177532193,0.558977
R4-R1,odometry,500,9,1569285072178066046,0.397081
R5-R1,odometry,500,10,1569285072267324483,0.253556
R2-R1,odometry,500,10,1569285072275379864,0.495838
R3-R1,odometry,500,10,1569285072277528581,0.459697
R4-R1,odometry,500,10,1569285072278075142,0.352578
R5-R1,odometry,500,11,1569285072367382174,0.798662
R2-R1,odometry,500,11,1569285072375383795,0.602903
R3-R1,odometry,500,11,1569285072377535210,0.560836
R4-R1,odometry,500,11,1569285072378069553,0.422527
R5-R1,odometry,500,12,1569285072467369459,0.591656
R2-R1,odometry,500,12,1569285072475378602,0.57397
R3-R1,odometry,500,12,1569285072477518105,0.541439
R4-R1,odometry,500,12,1569285072478064425,0.404786
R5-R1,odometry,500,13,1569285072567367997,0.581798
R2-R1,odometry,500,13,1569285072575376182,0.573009
R3-R1,odometry,500,13,1569285072577529194,0.552577
R4-R1,odometry,500,13,1569285072578063044,0.360265
R5-R1,odometry,500,14,1569285072667384160,0.777464
R2-R1,odometry,500,14,1569285072675380037,0.576046
R3-R1,odometry,500,14,1569285072677519596,0.557899
R4-R1,odometry,500,14,1569285072678067350,0.367905
R5-R1,odometry,500,15,1569285072767367896,0.570578
R2-R1,odometry,500,15,1569285072775375124,0.57331
R3-R1,odometry,500,15,1569285072777491691,0.570706
R4-R1,odometry,500,15,1569285072778061808,0.454611
R5-R1,odometry,500,16,1569285072867383087,0.764485
R2-R1,odometry,500,16,1569285072875377214,0.57843
R3-R1,odometry,500,16,1569285072877504862,0.574321
R4-R1,odometry,500,16,1569285072878065230,0.366451
R5-R1,odometry,500,17,1569285072967348802,0.570474
R2-R1,odometry,500,17,1569285072975364242,0.520871
R3-R1,odometry,500,17,1569285072977479458,0.331934
R4-R1,odometry,500,17,1569285072978046415,0.274297
R5-R1,odometry,500,18,1569285073067338088,0.53549
R2-R1,odometry,500,18,1569285073075350845,0.341457
R3-R1,odometry,500,18,1569285073077477512,0.340961
R4-R1,odometry,500,18,1569285073078044088,0.262885
R5-R1,odometry,500,19,1569285073167333630,0.504469
R2-R1,odometry,500,19,1569285073175349454,0.341164
R3-R1,odometry,500,19,1569285073177475917,0.33696
R4-R1,odometry,500,19,1569285073178043565,0.194681
R5-R1,odometry,500,20,1569285073267322516,0.419881
R2-R1,odometry,500,20,1569285073275346546,0.34274
R3-R1,odometry,500,20,1569285073277472558,0.325254
R4-R1,odometry,500,20,1569285073278039846,0.231918
R5-R1,odometry,500,21,1569285073367335695,0.532898
R2-R1,odometry,500,21,1569285073375348440,0.337999
R3-R1,odometry,500,21,1569285073377474418,0.324681
R4-R1,odometry,500,21,1569285073378041856,0.28542
R5-R1,odometry,500,22,1569285073467320365,0.387799
R2-R1,odometry,500,22,1569285073475344565,0.334827
R3-R1,odometry,500,22,1569285073477471067,0.331546
R4-R1,odometry,500,22,1569285073478038304,0.220288
R5-R1,odometry,500,23,1569285073567318311,0.382937
R2-R1,odometry,500,23,1569285073575343600,0.334428
R3-R1,odometry,500,23,1569285073577470177,0.319265
R4-R1,odometry,500,23,1569285073578037367,0.208454
R5-R1,odometry,500,24,1569285073667331822,0.539005
R2-R1,odometry,500,24,1569285073675344956,0.341106
R3-R1,odometry,500,24,1569285073677471469,0.324848
R4-R1,odometry,500,24,1569285073678038047,0.260291
R5-R1,odometry,500,25,1569285073767316864,0.382597
R2-R1,odometry,500,25,1569285073775340503,0.332718
R3-R1,odometry,500,25,1569285073777495321,0.315754
R4-R1,odometry,500,25,1569285073778032269,0.206306
R5-R1,odometry,500,26,1569285073867329352,0.533649
R2-R1,odometry,500,26,1569285073875342958,0.350624
R3-R1,odometry,500,26,1569285073877469974,0.321505
R4-R1,odometry,500,26,1569285073878031797,0.254372
R5-R1,odometry,500,27,1569285073967372033,0.735035
R2-R1,odometry,500,27,1569285073975373928,0.556159
R3-R1,odometry,500,27,1569285073977524483,0.541789
R4-R1,odometry,500,27,1569285073978037124,0.336738
R5-R1,odometry,500,28,1569285074067335469,0.577059
R2-R1,odometry,500,28,1569285074075361085,0.572711
R3-R1,odometry,500,28,1569285074077492714,0.516898
R4-R1,odometry,500,28,1569285074078037481,0.323362
R5-R1,odometry,500,29,1569285074167317390,0.442342
R2-R1,odometry,500,29,1569285074175339653,0.356819
R3-R1,odometry,500,29,1569285074177483919,0.426459
R4-R1,odometry,500,29,1569285074178041763,0.287513
R5-R1,odometry,500,30,1569285074267362126,0.783024
R2-R1,odometry,500,30,1569285074275363310,0.591384
R3-R1,odometry,500,30,1569285074277493815,0.559411
R4-R1,odometry,500,30,1569285074278082351,0.408504
R5-R1,odometry,500,31,1569285074367342089,0.754889
R2-R1,odometry,500,31,1569285074375362642,0.586674
R3-R1,odometry,500,31,1569285074377514779,0.570611
R4-R1,odometry,500,31,1569285074378047735,0.501133
R5-R1,odometry,500,32,1569285074467345763,0.580225
R2-R1,odometry,500,32,1569285074475357088,0.571558
R3-R1,odometry,500,32,1569285074477486128,0.572475
R4-R1,odometry,500,32,1569285074478052852,0.418362
R5-R1,odometry,500,33,1569285074567321417,0.583755
R2-R1,odometry,500,33,1569285074575354509,0.579528
R3-R1,odometry,500,33,1569285074577483230,0.55924
R4-R1,odometry,500,33,1569285074578041473,0.356571
R5-R1,odometry,500,34,1569285074667340850,0.802947
R2-R1,odometry,500,34,1569285074675359834,0.587406
R3-R1,odometry,500,34,1569285074677487889,0.568656
R4-R1,odometry,500,34,1569285074678044643,0.41211
R5-R1,odometry,500,35,1569285074767322610,0.600658
R2-R1,odometry,500,35,1569285074775354128,0.578124
R3-R1,odometry,500,35,1569285074777507038,0.561776
R4-R1,odometry,500,35,1569285074778061933,0.429597
R5-R1,odometry,500,36,1569285074867351097,0.769778
R2-R1,odometry,500,36,1569285074875354044,0.588014
R3-R1,odometry,500,36,1569285074877481279,0.53607
R4-R1,odometry,500,36,1569285074878040493,0.428681
R5-R1,odometry,500,37,1569285074967331016,0.578803
R2-R1,odometry,500,37,1569285074975353692,0.58416
R3-R1,odometry,500,37,1569285074977479271,0.578967
R4-R1,odometry,500,37,1569285074978037556,0.399477
R5-R1,odometry,500,38,1569285075067318253,0.577879
R2-R1,odometry,500,38,1569285075075350530,0.575028
R3-R1,odometry,500,38,1569285075077478608,0.558561
R4-R1,odometry,500,38,1569285075078036129,0.371245
R5-R1,odometry,500,39,1569285075167317232,0.579493
R2-R1,odometry,500,39,1569285075175349927,0.575958
R3-R1,odometry,500,39,1569285075177501964,0.556489
R4-R1,odometry,500,39,1569285075178037237,0.358855
R5-R1,odometry,500,40,1569285075267319961,0.433878
R2-R1,odometry,500,40,1569285075275354547,0.452669
R3-R1,odometry,500,40,1569285075277482710,0.520329
R4-R1,odometry,500,40,1569285075278030093,0.327478
R5-R1,odometry,500,41,1569285075367328185,0.759333
R2-R1,odometry,500,41,1569285075375352300,0.588556
R3-R1,odometry,500,41,1569285075377503287,0.572166
R4-R1,odometry,500,41,1569285075378077778,0.411589
R5-R1,odometry,500,42,1569285075467313166,0.589516
R2-R1,odometry,500,42,1569285075475338513,0.579538
R3-R1,odometry,500,42,1569285075477477662,0.551154
R4-R1,odometry,500,42,1569285075478065379,0.371957
R5-R1,odometry,500,43,1569285075567313250,0.58131
R2-R1,odometry,500,43,1569285075575336780,0.576276
R3-R1,odometry,500,43,1569285075577497833,0.575057
R4-R1,odometry,500,43,1569285075578032476,0.371606
R5-R1,odometry,500,44,1569285075667335707,0.771622
R2-R1,odometry,500,44,1569285075675338512,0.578686
R3-R1,odometry,500,44,1569285075677477602,0.580315
R4-R1,odometry,500,44,1569285075678034860,0.392405
R5-R1,odometry,500,45,1569285075767317459,0.577333
R2-R1,odometry,500,45,1569285075775332337,0.570818
R3-R1,odometry,500,45,1569285075777496406,0.572168
R4-R1,odometry,500,45,1569285075778029957,0.362722
R5-R1,odometry,500,46,1569285075867334509,0.768948
R2-R1,odometry,500,46,1569285075875336461,0.580316
R3-R1,odometry,500,46,1569285075877475242,0.558412
R4-R1,odometry,500,46,1569285075878031828,0.36525
R5-R1,odometry,500,47,1569285075967315377,0.578095
R2-R1,odometry,500,47,1569285075975377462,0.582489
R3-R1,odometry,500,47,1569285075977495087,0.546639
R4-R1,odometry,500,47,1569285075978026943,0.415017
R5-R1,odometry,500,48,1569285076067306658,0.598702
R2-R1,odometry,500,48,1569285076075340524,0.587756
R3-R1,odometry,500,48,1569285076077468175,0.546176
R4-R1,odometry,500,48,1569285076078026355,0.343771
R5-R1,odometry,500,49,1569285076167313342,0.651821
R2-R1,odometry,500,49,1569285076175341192,0.554727
R3-R1,odometry,500,49,1569285076177495188,0.541232
R4-R1,odometry,500,49,1569285076178025590,0.391225
R5-R1,odometry,500,50,1569285076267308103,0.596302
R2-R1,odometry,500,50,1569285076275339627,0.526135
R3-R1,odometry,500,50,1569285076277467555,0.546069
R4-R1,odometry,500,50,1569285076278024742,0.355535
R5-R1,odometry,500,51,1569285076367323881,0.799877
R2-R1,odometry,500,51,1569285076375342660,0.586137
R3-R1,odometry,500,51,1569285076377495182,0.642841
R4-R1,odometry,500,51,1569285076378030861,0.421074
R5-R1,odometry,500,52,1569285076467303934,0.576809
