R1,R2,odometry,1,1572380405901167291
R1,R3,odometry,1,1572380405901167291
R1,R4,odometry,1,1572380405901167291
R1,R5,odometry,1,1572380405901167291
R1,R6,odometry,1,1572380405901167291
R1,R7,odometry,1,1572380405901167291
R1,R3,odometry,1,1,10,1572380405901938351
R1,R2,odometry,1,1,10,1572380405902055947
R1,R4,odometry,1,1,10,1572380405902403790
R1,R5,odometry,1,1,10,1572380405902675538
R1,R2,odometry,2,1572380406401139729
R1,R3,odometry,2,1572380406401139729
R1,R4,odometry,2,1572380406401139729
R1,R5,odometry,2,1572380406401139729
R1,R6,odometry,2,1572380406401139729
R1,R7,odometry,2,1572380406401139729
R1,R3,odometry,2,2,10,1572380406403424127
R1,R2,odometry,2,2,10,1572380406403583196
R1,R4,odometry,2,2,10,1572380406403853143
R1,R5,odometry,2,2,10,1572380406404175575
R1,R2,odometry,3,1572380406901156389
R1,R3,odometry,3,1572380406901156389
R1,R4,odometry,3,1572380406901156389
R1,R5,odometry,3,1572380406901156389
R1,R6,odometry,3,1572380406901156389
R1,R7,odometry,3,1572380406901156389
R1,R3,odometry,3,3,10,1572380406901926462
R1,R2,odometry,3,3,10,1572380406902102983
R1,R4,odometry,3,3,10,1572380406902447199
R1,R5,odometry,3,3,10,1572380406902724466
R1,R2,odometry,4,1572380407401165777
R1,R3,odometry,4,1572380407401165777
R1,R4,odometry,4,1572380407401165777
R1,R5,odometry,4,1572380407401165777
R1,R6,odometry,4,1572380407401165777
R1,R7,odometry,4,1572380407401165777
R1,R3,odometry,4,4,10,1572380407401931099
R1,R2,odometry,4,4,10,1572380407402108486
R1,R4,odometry,4,4,10,1572380407402452911
R1,R5,odometry,4,4,10,1572380407402729911
R1,R2,odometry,5,1572380407901150116
R1,R3,odometry,5,1572380407901150116
R1,R4,odometry,5,1572380407901150116
R1,R5,odometry,5,1572380407901150116
R1,R6,odometry,5,1572380407901150116
R1,R7,odometry,5,1572380407901150116
R1,R3,odometry,5,5,10,1572380407901919452
R1,R2,odometry,5,5,10,1572380407902096212
R1,R4,odometry,5,5,10,1572380407902439768
R1,R5,odometry,5,5,10,1572380407902746525
R1,R2,odometry,6,1572380408401159624
R1,R3,odometry,6,1572380408401159624
R1,R4,odometry,6,1572380408401159624
R1,R5,odometry,6,1572380408401159624
R1,R6,odometry,6,1572380408401159624
R1,R7,odometry,6,1572380408401159624
R1,R3,odometry,6,6,10,1572380408401920499
R1,R2,odometry,6,6,10,1572380408402096028
R1,R4,odometry,6,6,10,1572380408402440236
R1,R5,odometry,6,6,10,1572380408402719798
R1,R2,odometry,7,1572380408901142678
R1,R3,odometry,7,1572380408901142678
R1,R4,odometry,7,1572380408901142678
R1,R5,odometry,7,1572380408901142678
R1,R6,odometry,7,1572380408901142678
R1,R7,odometry,7,1572380408901142678
R1,R3,odometry,7,7,10,1572380408901940459
R1,R2,odometry,7,7,10,1572380408902117748
R1,R4,odometry,7,7,10,1572380408902461114
R1,R5,odometry,7,7,10,1572380408902741169
R1,R2,odometry,8,1572380409401155208
R1,R3,odometry,8,1572380409401155208
R1,R4,odometry,8,1572380409401155208
R1,R5,odometry,8,1572380409401155208
R1,R6,odometry,8,1572380409401155208
R1,R7,odometry,8,1572380409401155208
R1,R3,odometry,8,8,10,1572380409401919540
R1,R2,odometry,8,8,10,1572380409402094999
R1,R4,odometry,8,8,10,1572380409402441873
R1,R5,odometry,8,8,10,1572380409402745159
R1,R2,odometry,9,1572380409901133804
R1,R3,odometry,9,1572380409901133804
R1,R4,odometry,9,1572380409901133804
R1,R5,odometry,9,1572380409901133804
R1,R6,odometry,9,1572380409901133804
R1,R7,odometry,9,1572380409901133804
R1,R3,odometry,9,9,10,1572380409901904932
R1,R2,odometry,9,9,10,1572380409902083443
R1,R4,odometry,9,9,10,1572380409902429508
R1,R5,odometry,9,9,10,1572380409902703776
R1,R2,odometry,10,1572380410401132106
R1,R3,odometry,10,1572380410401132106
R1,R4,odometry,10,1572380410401132106
R1,R5,odometry,10,1572380410401132106
R1,R6,odometry,10,1572380410401132106
R1,R7,odometry,10,1572380410401132106
R1,R3,odometry,10,10,10,1572380410401915076
R1,R2,odometry,10,10,10,1572380410402087937
R1,R4,odometry,10,10,10,1572380410402438695
R1,R5,odometry,10,10,10,1572380410402720931
R1,R2,odometry,11,1572380410901129080
R1,R3,odometry,11,1572380410901129080
R1,R4,odometry,11,1572380410901129080
R1,R5,odometry,11,1572380410901129080
R1,R6,odometry,11,1572380410901129080
R1,R7,odometry,11,1572380410901129080
R1,R3,odometry,11,11,10,1572380410901822442
R1,R2,odometry,11,11,10,1572380410901943427
R1,R4,odometry,11,11,10,1572380410902178767
R1,R5,odometry,11,11,10,1572380410902533208
R1,R2,odometry,12,1572380411401142176
R1,R3,odometry,12,1572380411401142176
R1,R4,odometry,12,1572380411401142176
R1,R5,odometry,12,1572380411401142176
R1,R6,odometry,12,1572380411401142176
R1,R7,odometry,12,1572380411401142176
R1,R3,odometry,12,12,10,1572380411401891805
R1,R2,odometry,12,12,10,1572380411402066442
R1,R4,odometry,12,12,10,1572380411402416336
R1,R5,odometry,12,12,10,1572380411402692972
R1,R2,odometry,13,1572380411901121701
R1,R3,odometry,13,1572380411901121701
R1,R4,odometry,13,1572380411901121701
R1,R5,odometry,13,1572380411901121701
R1,R6,odometry,13,1572380411901121701
R1,R7,odometry,13,1572380411901121701
R1,R3,odometry,13,13,10,1572380411901890845
R1,R2,odometry,13,13,10,1572380411902063201
R1,R4,odometry,13,13,10,1572380411902412799
R1,R5,odometry,13,13,10,1572380411902694348
R1,R2,odometry,14,1572380412401138476
R1,R3,odometry,14,1572380412401138476
R1,R4,odometry,14,1572380412401138476
R1,R5,odometry,14,1572380412401138476
R1,R6,odometry,14,1572380412401138476
R1,R7,odometry,14,1572380412401138476
R1,R3,odometry,14,14,10,1572380412401908474
R1,R2,odometry,14,14,10,1572380412402082101
R1,R4,odometry,14,14,10,1572380412402429211
R1,R5,odometry,14,14,10,1572380412402703734
R1,R2,odometry,15,1572380412901121031
R1,R3,odometry,15,1572380412901121031
R1,R4,odometry,15,1572380412901121031
R1,R5,odometry,15,1572380412901121031
R1,R6,odometry,15,1572380412901121031
R1,R7,odometry,15,1572380412901121031
R1,R3,odometry,15,15,10,1572380412901916166
R1,R2,odometry,15,15,10,1572380412902092034
R1,R4,odometry,15,15,10,1572380412902439291
R1,R5,odometry,15,15,10,1572380412902748941
R1,R2,odometry,16,1572380413401131195
R1,R3,odometry,16,1572380413401131195
R1,R4,odometry,16,1572380413401131195
R1,R5,odometry,16,1572380413401131195
R1,R6,odometry,16,1572380413401131195
R1,R7,odometry,16,1572380413401131195
R1,R3,odometry,16,16,10,1572380413401902817
R1,R2,odometry,16,16,10,1572380413402105623
R1,R4,odometry,16,16,10,1572380413402429944
R1,R5,odometry,16,16,10,1572380413402707097
R1,R2,odometry,17,1572380413901108536
R1,R3,odometry,17,1572380413901108536
R1,R4,odometry,17,1572380413901108536
R1,R5,odometry,17,1572380413901108536
R1,R6,odometry,17,1572380413901108536
R1,R7,odometry,17,1572380413901108536
R1,R3,odometry,17,17,10,1572380413901850263
R1,R2,odometry,17,17,10,1572380413902030069
R1,R4,odometry,17,17,10,1572380413902376356
R1,R5,odometry,17,17,10,1572380413902656009
R1,R2,odometry,18,1572380414401126398
R1,R3,odometry,18,1572380414401126398
R1,R4,odometry,18,1572380414401126398
R1,R5,odometry,18,1572380414401126398
R1,R6,odometry,18,1572380414401126398
R1,R7,odometry,18,1572380414401126398
R1,R3,odometry,18,18,10,1572380414401904823
R1,R2,odometry,18,18,10,1572380414402083411
R1,R4,odometry,18,18,10,1572380414402429066
R1,R5,odometry,18,18,10,1572380414402729565
R1,R2,odometry,19,1572380414901105515
R1,R3,odometry,19,1572380414901105515
R1,R4,odometry,19,1572380414901105515
R1,R5,odometry,19,1572380414901105515
R1,R6,odometry,19,1572380414901105515
R1,R7,odometry,19,1572380414901105515
